book_id,books_count,isbn,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
6881,14,,Elizabeth Eulberg,2014,Better Off Friends,Better off Friends,eng,3.95,15692,403,1126,4219,6786,6667
6882,57,393072223,Nicholas Carr,2010,The Shallows: What the Internet is Doing to Our Brains,The Shallows: What the Internet is Doing to Our Brains,eng,3.85,6938,308,933,3625,6106,4118
6883,43,452297648,Natasha Solomons,2011,The House at Tyneford,The House at Tyneford,eng,3.78,14092,203,1006,4313,6673,3503
6884,40,446676500,"Martin Luther King Jr., Clayborne Carson",1986,"The Autobiography of Martin Luther King, Jr.","The Autobiography of Martin Luther King, Jr.",eng,4.31,11261,119,276,1549,3561,6114
6885,61,743444299,"Mineko Iwasaki, Rande Brown",2002,Geisha: A Life,"Geisha, a Life",en-US,3.92,12995,175,811,3820,6065,4785
6886,45,60684127,A.W. Tozer,1961,The Knowledge of the Holy: The Attributes of God: Their Meaning in the Christian Life,The Knowledge of the Holy,eng,4.37,13800,260,395,1662,3800,8636
6887,59,1401360203,"Sergei Lukyanenko, Andrew Bromfield",2000,Дневной дозор,Day Watch (Watch #2),eng,4.05,13812,132,612,3329,7389,5843
6888,49,076534629X,Douglas Preston,2003,The Codex,The Codex,,3.88,15047,192,903,4304,6010,4718
6889,64,312424086,Michael Cunningham,1990,A Home at the End of the World,A Home at the End of the World,en-US,3.89,13228,256,896,3615,5657,4543
6890,21,1401237770,"Scott Snyder, Greg Capullo, Jonathan Glapion, James Tynion IV, Rafael Albuquerque, Jason Fabok, Becky Cloonan, Andy Clarke, Sandu Florea",2013,"Batman, Volume 2: The City of Owls","Batman, Volume 2: The City of Owls",eng,4.26,13864,63,350,2109,5857,7016
6891,19,886773520,Mercedes Lackey,1989,Magic's Pawn,Magic's Pawn (Valdemar: Last Herald-Mage #1),en-US,4.21,19865,272,755,3212,6378,9873
6892,21,99595818,George Saunders,1996,CivilWarLand in Bad Decline,CivilWarLand in Bad Decline,eng,4.22,10525,91,350,1856,5192,5724
6893,32,031269945X,"Howard E. Wasdin, Stephen Templin",2011,SEAL Team Six: Memoirs of an Elite Navy SEAL Sniper,SEAL Team Six: Memoirs of an Elite Navy SEAL Sniper,en-US,4,10582,161,542,2571,4455,4166
6894,18,609810111,Caroline Myss,2001,Sacred Contracts: Awakening Your Divine Potential,Sacred Contracts: Awakening Your Divine Potential,en-US,3.97,12218,252,786,2753,4008,4682
6895,26,1400095565,Dave Eggers,2005,How We Are Hungry,How We Are Hungry,eng,3.75,11282,163,781,3678,4767,2688
6896,25,872206335,"Plato, G.M.A. Grube, John M. Cooper",-385,"Euthyphro, Apology, Crito, Meno, Phaedo","Five Dialogues: Euthyphro, Apology, Crito, Meno, Phaedo",eng,4.1,13301,160,535,2692,4632,5614
6897,11,,Jana Aston,2015,Wrong,"Wrong (Wrong, #1)",eng,3.94,14596,641,1303,4316,7507,7607
6898,182,525453679,Oscar Wilde,1888,The Happy Prince and The House of Pomegranates,The Happy Prince,eng,4.22,17522,175,648,3119,6130,9084
6899,21,,J.D. Horn,2014,The Line,"The Line (Witching Savannah, #1)",eng,3.78,7834,282,924,4215,6097,3544
6900,15,1682305066,Erin Watt,2016,Twisted Palace,"Twisted Palace (The Royals, #3)",eng,4,16342,394,1244,4026,7107,7692
6901,22,375955712,Jeanne DuPrau,2008,The Diamond of Darkhold,"The Diamond of Darkhold (Book of Ember, #4)",eng,3.79,18425,262,1387,5966,7475,5240
6902,12,609807250,Gordon B. Hinckley,2000,Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes,Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes,,4.61,12708,126,165,786,2622,9580
6903,55,141019085,Daniel Silva,2003,A Death In Vienna,"A Death in Vienna (Gabriel Allon, #4)",eng,4.17,12761,59,262,2506,6999,5883
6904,16,993800130,Helena Hunting,2015,,"Pucked (Pucked, #1)",eng,4.05,20014,719,1331,4291,8832,10312
6905,10,62415832,"Irin Carmon, Shana Knizhnik",2015,,Notorious RBG: The Life and Times of Ruth Bader Ginsburg,eng,4.22,15626,202,370,2324,7132,7614
6906,22,758266928,Jennifer Estep,2011,Touch of Frost,"Touch of Frost (Mythos Academy, #1)",en-US,3.96,23343,560,1434,5436,9395,8917
6907,56,,Chevy Stevens,2011,Never Knowing,Never Knowing,eng,3.85,16178,373,1155,4452,7114,5079
6908,54,752858521,Robert Ludlum,1984,The Aquitaine Progression,The Aquitaine Progression,eng,3.9,14100,120,607,3965,5917,4109
6909,185,192838628,John Galsworthy,1921,The Forsyte Saga,"The Forsyte Saga (The Forsyte Chronicles, #1-3)",eng,4.15,14218,250,596,2721,5418,7105
6910,48,449003787,Sue Grafton,1999,"""O"" is for Outlaw","O is for Outlaw (Kinsey Millhone, #15)",eng,3.92,18715,74,561,5686,8579,5344
6911,12,1423111443,Laurie Faria Stolarz,2008,"Deadly Little Secret (Touch, #1)","Deadly Little Secret (Touch, #1)",eng,3.86,20156,566,1702,5151,6373,7370
6912,26,345543084,"Janet Evanovich, Lee Goldberg",2014,The Chase,"The Chase (Fox and O'Hare, #2)",eng,3.93,14059,115,613,4701,7735,5021
6913,85,753819929,"Jostein Gaarder, James Anderson",2003,Appelsinpiken,The Orange Girl,eng,3.91,10355,275,1033,3697,5620,5177
6914,66,425132951,"Leigh Nichols, Dean Koontz",1982,The House of Thunder,The House of Thunder,eng,3.78,14618,290,1174,4623,5032,4400
6915,58,439829119,John Marsden,1994,The Dead of the Night,"The Dead of Night (Tomorrow, #2)",eng,4.13,15240,69,399,3095,7410,6306
6916,130,316252964,Daphne du Maurier,1951,My Cousin Rachel,My Cousin Rachel,eng,3.92,9557,235,933,4818,9007,5826
6917,40,812971671,Gary Shteyngart,2006,Absurdistan,Absurdistan,eng,3.29,10712,787,1824,3822,3748,1553
6918,18,312599064,Sherrilyn Kenyon,2011,Invincible (Chronicles of Nick #2),"Invincible (Chronicles of Nick, #2)",en-US,4.27,19887,158,559,3136,7280,10520
6919,22,786887583,George Carlin,2001,Napalm & Silly Putty,Napalm & Silly Putty,eng,4.12,12798,141,465,2561,4724,5546
6920,19,751500283,Bill Watterson,1992,The Indispensable Calvin and Hobbes: A Calvin and Hobbes Treasury,The Indispensable Calvin and Hobbes,eng,4.73,14597,19,62,666,2969,13195
6921,28,812968379,Firoozeh Dumas,2003,Funny in Farsi: A Memoir of Growing Up Iranian in America,Funny in Farsi: A Memoir of Growing Up Iranian in America,eng,3.76,10008,253,941,3805,5460,3197
6922,25,875847471,John P. Kotter,1988,,Leading Change,,4.01,12245,219,612,2621,4839,4696
6923,56,749934360,"J.D. Robb, Susan Ericksen",2000,Witness in Death,"Witness in Death (In Death, #10)",eng,4.3,19178,55,284,3167,8399,10574
6924,44,671540661,Gene Wolfe,1980,The Shadow of the Torturer,The Shadow of the Torturer (The Book of the New Sun #1),eng,3.8,15507,636,1538,3710,5303,5321
6925,13,316194689,A.S. King,2012,Ask the Passengers,Ask the Passengers,en-US,3.88,17896,532,1180,4270,6966,6030
6926,21,575132507,Ben Aaronovitch,2014,Foxglove Summer,"Foxglove Summer (Peter Grant, #5)",eng,4.18,12167,36,284,2398,7966,6132
6927,64,99465639,Georgette Heyer,1950,The Grand Sophy,The Grand Sophy,eng,4.16,16282,198,559,2989,7328,7785
6928,102,226320618,Friedrich A. Hayek,1944,The Road to Serfdom,The Road to Serfdom,en-US,4.18,11306,299,546,2016,4540,6488
6929,18,,Marko Kloos,2013,Terms of Enlistment,Terms of Enlistment (Frontlines #1),eng,3.96,12890,161,595,3248,6658,4347
6930,16,,Joanna Wylde,2014,Reaper's Legacy,"Reaper's Legacy (Reapers MC, #2)",eng,4.27,28046,187,636,3801,10867,13578
6931,42,385337493,Diana Gabaldon,2007,Lord John and the Brotherhood of the Blade ,"Lord John and the Brotherhood of the Blade  (Lord John Grey, #2)",en-US,3.86,14952,271,918,4658,6402,4915
6932,33,375700811,Norman Mailer,1979,The Executioner's Song,The Executioner's Song,eng,4.07,13829,244,677,2693,5730,5825
6933,41,399161481,Robert Crais,2013,Suspect,"Suspect (Scott James & Maggie, #1)",eng,4.14,14501,168,458,2735,7120,6512
6934,50,1400033446,Toni Morrison,1981,Tar Baby,Tar Baby,en-CA,3.91,13951,201,716,3690,5618,4377
6935,45,140320970,William Pène du Bois,1947,The Twenty-One Balloons,The Twenty-One Balloons,en-US,3.96,17385,353,1066,4120,6324,6651
6936,25,399157689,John Sandford,2012,Stolen Prey,"Stolen Prey (Lucas Davenport, #22)",eng,4.17,13426,97,322,2664,6887,6346
6937,38,465067107,Donald A. Norman,1988,The Psychology of Everyday Things,The Design of Everyday Things,en-US,4.18,11838,88,483,2327,6020,6284
6938,23,439632501,Margaret Peterson Haddix,1995,Running Out of Time,Running Out of Time,eng,3.98,19126,224,1002,4639,7603,6858
6939,22,7236344,Cathy Glass,2007,Damaged,Damaged: The Heartbreaking True Story of a Forgotten Child,,4.2,11465,133,402,2199,4233,5942
6940,11,,Robert Dugoni,2015,,"Her Final Breath (Tracy Crosswhite, #2)",eng,4.27,17504,101,303,2186,7401,7828
6941,39,671737635,Judith McNaught,1988,Something Wonderful,"Something Wonderful (Sequels, #2)",eng,4.33,20049,120,464,2671,6877,10797
6942,70,399154914,Nora Roberts,2008,Tribute,Tribute,eng,3.92,18811,175,981,5464,7694,6221
6943,58,739420232,Debbie Macomber,2001,16 Lighthouse Road,"16 Lighthouse Road (Cedar Cove, #1)",eng,4.08,9938,222,617,3654,6444,6993
6944,54,553381334,Tom Wolfe,1998,A Man in Full,A Man in Full,,3.8,12540,265,945,3480,5407,3468
6945,20,1578562589,Joanna Weaver,2000,Having a Mary Heart in a Martha World: Finding Intimacy With God in the Busyness of Life,Having a Mary Heart in a Martha World: Finding Intimacy With God in the Busyness of Life,en-US,4.16,12501,149,469,2232,4284,5704
6946,29,61706558,Laura Lippman,2010,I'd Know You Anywhere,I'd Know You Anywhere,en-US,3.47,15337,329,1759,6903,6453,2143
6947,37,763665665,Leslye Walton,2014,The Strange and Beautiful Sorrows of Ava Lavender,The Strange and Beautiful Sorrows of Ava Lavender,eng,4.12,18562,388,1066,3384,7410,9312
6948,24,62200461,Joanna Trollope,2013,Sense & Sensibility,"Sense & Sensibility (The Austen Project, #1)",eng,3.55,11346,824,1443,3346,3651,3115
6949,6,1433672960,Jen Hatmaker,2011,,7: An Experimental Mutiny Against Excess,eng,4.13,13434,335,681,2206,4671,6432
6950,28,575095776,Nalini Singh,2011,,"Archangel's Consort (Guild Hunter, #3)",en-US,4.24,24487,191,803,4428,10024,13673
6951,10,380842939,Anna Lee Waldo,1978,Sacajawea,Sacajawea (Lewis & Clark Expedition),eng,4.23,13504,122,396,2290,4345,6628
6952,37,1599901196,Gemma Malley,2007,The Declaration,"The Declaration (The Declaration, #1)",,3.71,16224,544,1631,5419,6926,4754
6953,4,1616552956,"Gene Luen Yang, Michael Dante DiMartino, Bryan Konietzko, Gurihiru",2014,"Avatar: The Last Airbender: The Rift, Part 1","Avatar: The Last Airbender (The Rift, #1)",eng,4.33,10560,210,311,1356,2669,6127
6954,52,99447126,Richard Ford,1995,Independence Day,Independence Day,eng,3.86,11663,387,961,2714,4849,3966
6955,29,141654383X,Brad Thor,2008,The Last Patriot,"The Last Patriot (Scot Harvath, #7)",eng,4.16,12264,132,390,2304,5567,5713
6956,14,1416928065,Obert Skye,2005,"Leven Thumps and the Gateway to Foo (Leven Thumps, #1)","Leven Thumps and the Gateway to Foo (Leven Thumps, #1)",,3.71,17760,709,1729,4896,5469,5241
6957,21,1414368186,Francine Rivers,2014,Bridge to Haven,Bridge to Haven,eng,4.07,11325,337,601,2356,4149,5434
6958,31,030795871X,J. Courtney Sullivan,2013,The Engagements,The Engagements,eng,3.59,8634,420,1388,4828,5964,2607
6959,46,590664875,Beverly Cleary,1970,Runaway Ralph,"Runaway Ralph (Ralph S. Mouse, #2)",,3.95,16845,159,745,4874,6149,5931
6960,8,,Kristen Ashley,2012,Creed,"Creed (Unfinished Hero, #2)",eng,4.17,26696,381,1125,4594,9929,12900
6961,29,849945119,Ted Dekker,2002,Blink,Blink,,4.17,12037,143,482,2445,4810,6177
6962,53,006232022X,Daniel Silva,2016,The Black Widow,"The Black Widow (Gabriel Allon, #16)",eng,4.34,8822,163,364,1722,6044,8682
6963,9,1570089264,Stephen E. Robinson,1992,Believing Christ: The Parable of the Bicycle and Other Good News,Believing Christ: The Parable of the Bicycle and Other Good News,eng,4.51,12951,164,220,1010,3223,8731
6964,31,,Amanda Hocking,2012,Wake (Watersong #1),Wake (Watersong #1),en-US,3.7,17833,632,1890,5704,6400,5336
6965,7,,Loreth Anne White,2015,,A Dark Lure,en-US,4.14,12579,186,484,2060,4588,5337
6966,64,385495323,Simon Singh,1999,"The Code Book. How to Make It, Break It, Hack It, Crack It",The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,eng,4.28,12919,85,290,1889,6053,7048
6967,29,451460936,Karen Chance,2006,Touch the Dark,"Touch the Dark (Cassandra Palmer, #1)",eng,3.7,26970,1232,2621,7437,9074,7913
6968,38,446359203,Dan Simmons,1989,Carrion Comfort,Carrion Comfort,eng,3.89,13285,395,934,3401,5236,4828
6969,9,,Lori Brighton,2010,The Mind Readers,"The Mind Readers (Mind Readers, #1)",eng,3.76,9825,503,1392,4426,5577,4669
6970,38,044024417X,Karen Marie Moning,2000,The Highlander's Touch ,"The Highlander's Touch (Highlander, #3)",eng,4.15,22072,178,827,4756,9010,10627
6971,12,030759565X,Deb Perelman,2012,,The Smitten Kitchen Cookbook,,4.14,15860,553,654,2326,5166,7583
6972,33,786816589,Avi,2002,Crispin: The Cross of Lead,"The Cross of Lead (Crispin, #1)",eng,3.59,18277,866,1836,5728,6524,4161
6973,18,345322215,Piers Anthony,1986,Wielding a Red Sword,"Wielding a Red Sword (Incarnations of Immortality, #4)",en-US,3.93,16222,136,852,4305,6066,5274
6974,29,,Kylie Scott,2015,Deep,"Deep (Stage Dive, #4)",eng,4.09,25588,261,1124,5168,10658,10796
6975,53,312933533,Jeffrey Archer,1993,Honour Among Thieves,Honor Among Thieves,,3.82,12409,121,600,3955,5553,3107
6976,25,1401224687,"J. Michael Straczynski, Shane Davis, Sandra Hope, Barbara Ciardo, Rob Leigh",2010,"Superman: Earth One, Volume 1","Superman: Earth One, Volume 1",eng,3.9,12982,410,945,3119,4411,4808
6977,3,1442440430,Cassandra Clare,2011,The Mortal Instrument Series: City of Bones / City of Ashes / City of Glass / City of Fallen Angels,The Mortal Instruments (The Mortal Instruments #1-4),eng,4.59,13996,142,221,940,2851,10320
6978,239,800786645,"John Foxe, W. Grinton Berry",1563,Foxe's Book of Martyrs,Foxe's Book of Martyrs,en-CA,4.25,12117,194,493,2106,3784,7004
6979,28,60009241,Rachel Gibson,2003,See Jane Score,"See Jane Score (Chinooks Hockey Team, #2)",eng,4.06,20770,200,835,4391,8442,7940
6980,17,312421850,Michael Dorris,1987,A Yellow Raft in Blue Water: A Novel,A Yellow Raft in Blue Water,en-US,3.84,14380,312,942,3709,5627,4199
6981,21,756405718,Seanan McGuire,2009,Rosemary and Rue,"Rosemary and Rue (October Daye, #1)",en-US,3.74,21030,758,1719,6233,8296,6032
6982,29,441013465,Robert Lynn Asprin,1978,Another Fine Myth,"Another Fine Myth (Myth Adventures, #1)",en-US,4.03,17018,174,728,3856,6853,6437
6983,15,,Elizabeth Reyes,2010,Forever Mine ,"Forever Mine (The Moreno Brothers, #1)",en-GB,3.88,18346,631,1440,5223,7815,7274
6984,38,1568584253,"Simon Kuper, Stefan Szymanski",2009,"Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport","Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport",en-US,3.91,10577,278,586,2796,4406,3758
6985,36,340893613,Catherine Fisher,2000,Sapphique,"Sapphique (Incarceron, #2)",eng,3.7,16475,475,1717,5784,6838,4834
6986,14,553567152,Lurlene McDaniel,1995,"Don't Die, My Love","Don't Die, My Love",,4.12,14197,304,681,2795,3784,6819
6987,65,067155302X,Tess Gerritsen,1996,Harvest ,Harvest,eng,4.09,14274,84,463,3246,6280,5831
6988,13,764524836,Mark Bittman,2007,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,eng,4.08,12262,416,524,2113,3916,5403
6989,22,1250061776,Sandy   Hall,2014,A Little Something Different,A Little Something Different,eng,3.65,14206,733,1571,4722,5545,4148
6990,18,62236679,Ann Patchett,2011,This Is the Story of a Happy Marriage,This is the Story of a Happy Marriage,eng,4.03,13126,241,633,2731,6347,5238
6991,6,1615579184,Jeff Kinney,2009,,Diary of a Wimpy Kid: #1-4,en-US,4.45,10752,249,296,1053,2022,7353
6992,80,307588920,John Verdon,2010,Think of a Number,"Think of a Number (Dave Gurney, #1)",eng,3.83,11877,304,1106,4490,7171,4571
6993,6,1449461077,Lang Leav,2014,,Lullabies,eng,4.05,14539,582,893,2413,4236,6639
6994,69,515137111,Nora Roberts,2003,Birthright,Birthright,eng,3.99,19024,166,876,4932,7596,6933
6995,11,1590382234,James L. Ferrell,2004,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,eng,4.41,12313,144,325,1324,3252,7483
6996,43,99268701,Mark Kurlansky,1988,Cod: A Biography of the Fish that Changed the World,Cod: A Biography of the Fish that Changed the World,eng,3.92,13137,197,627,3465,5958,4131
6997,38,307265633,Brian Greene,2011,The Hidden Reality: Parallel Universes and the Search for the Deep Laws of the Cosmos,The Hidden Reality: Parallel Universes and the Deep Laws of the Cosmos,eng,4.05,12080,263,515,2415,4987,4851
6998,68,393322572,"Betty Friedan, Anna Quindlen",1963,The Feminine Mystique,The Feminine Mystique,eng,3.85,9823,283,1001,4182,6432,4557
6999,96,99478471,"Graham Greene, J.M. Coetzee",1938,Brighton Rock,Brighton Rock,eng,3.72,13871,295,1208,4767,6561,3509
7000,2,,عبدالله المغلوث,2011,كخه يا بابا,كخه يا بابا,ara,3.71,12587,692,1285,3069,3562,4002
7001,34,670021156,"Greg Mortenson, Khaled Hosseini",2009,"Stones into Schools: Promoting Peace with Books, Not Bombs, in Afghanistan and Pakistan","Stones Into Schools: Promoting Peace With Books, Not Bombs, in Afghanistan and Pakistan",eng,3.86,13543,430,907,3490,5407,4507
7002,67,307264238,Toni Morrison,2008,A Mercy,A Mercy,en-US,3.65,14707,494,1493,4653,5926,3538
7003,30,553573861,Neal Stephenson,1988,Zodiac,Zodiac,eng,3.7,13353,118,920,4989,6026,2750
7004,22,,A.G. Riddle,2014,Departure,Departure,eng,3.79,11143,254,880,3201,4847,3162
7005,6,1453720693,Kristen Ashley,2010,,"Rock Chick Redemption (Rock Chick, #3)",en-GB,4.43,25766,110,324,2717,9326,15838
7006,212,1579126952,Agatha Christie,1928,The Mystery of the Blue Train,"The Mystery of the Blue Train (Hercule Poirot, #6)",eng,3.77,17011,142,1142,6739,8463,4609
7007,45,316097403,"James Patterson, Maxine Paetro",2011,Private:  #1 Suspect,"Private #1 Suspect (Private, #2)",eng,3.95,13428,161,684,3993,6623,4948
7008,25,747553866,George Saunders,2000,Pastoralia,Pastoralia,eng,4.11,10786,143,473,2277,5621,5205
7009,24,446575062,Meg Jay,2012,The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,,4.11,12731,168,640,2691,5808,6210
7010,25,1582408289,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007,The Walking Dead V 7,"The Walking Dead, Vol. 07: The Calm Before",eng,4.27,16769,54,310,2546,6516,8134
7011,21,1844285073,H.A. Rey,1952,Curious George Rides a Bike,Curious George Rides a Bike,,4.24,15461,181,563,2859,3854,8212
7012,22,671655973,Robert A. Heinlein,1958,Methuselah's Children,Methuselah's Children,en-US,3.98,15028,130,649,3799,6231,5186
7013,13,62124366,Lauren Oliver,2011,Hana,"Hana (Delirium, #1.5)",eng,3.63,20107,286,1918,7603,7063,4487
7014,11,1563896176,"Garth Ennis, Steve Dillon, John McCrea",2000,"Preacher, Volume 8: All Hell's a-Coming","Preacher, Volume 8: All Hell's a-Coming",eng,4.33,14300,160,387,1738,4431,7798
7015,7,1880418738,"Stephen King, Michael Whelan",2008,The Little Sisters of Eluria,"The Little Sisters of Eluria (The Dark Tower, #0.5)",eng,4.24,14287,140,431,2336,4454,7040
7016,11,067988632X,"Stan Berenstain, Jan Berenstain",1968,"Inside, Outside, Upside Down","Inside, Outside, Upside Down (Berenstain Bears Bright and Early Board Book)",eng,4.13,15032,230,744,3161,3680,7369
7017,38,399156135,Robert Crais,2010,The First Rule,"The First Rule (Elvis Cole, #13; Joe Pike, #2)",en-US,4.2,14169,65,279,2426,6481,6359
7018,42,042519891X,David Colbert,2001,"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts","The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts",eng,3.96,13820,329,1125,3766,3593,6332
7019,23,763619612,Peter H. Reynolds,2003,The Dot,The Dot,en-US,4.26,17436,529,700,2316,4310,9811
7020,12,1599901676,Shannon Hale,2009,Forest Born,"Forest Born (The Books of Bayern, #4)",en-US,4.01,20603,156,917,4782,8053,7335
7021,43,425188930,Clive Barker,1985,The Damnation Game,The Damnation Game,eng,3.82,14299,290,989,4119,5713,4217
7022,85,60002107,"Milan Kundera, Linda Asher",2000,L'ignorance,Ignorance,fre,3.76,9625,151,840,3812,5285,2866
7023,25,1416918736,Kate Brian,2006,Private,"Private (Private, #1)",eng,3.81,16556,765,1530,3890,4932,5937
7024,31,,محمد عبد الرحمن العريفي,2006,استمتع بحياتك,استمتع بحياتك,ara,4.21,10882,312,546,1622,3240,6093
7025,52,385340222,Danielle Steel,2007,Sisters,Sisters,eng,3.81,13621,482,1125,3697,4715,4622
7026,57,055329461X,"William Gibson, Bruce Sterling",1990,The Difference Engine,The Difference Engine ,en-US,3.41,14517,685,2316,5485,4984,2616
7027,13,1563895196,"Garth Ennis, Steve Dillon",1999,Preacher: Salvation,"Preacher, Volume 7: Salvation",,4.3,13902,168,378,1806,4410,7341
7028,32,62102427,"Clayton M. Christensen, James Allworth, Karen Dillon",2012,How Will You Measure Your Life?,How Will You Measure Your Life?,,4.06,11475,228,646,2650,4799,5439
7029,27,763655988,Jon Klassen,2011,I Want My Hat Back,I Want My Hat Back,eng,4.39,18489,283,461,1919,5136,11129
7030,24,786932287,R.A. Salvatore,2003,The Lone Drow,"The Lone Drow (Forgotten Realms: Hunter's Blades, #2; Legend of Drizzt, #15)",en-US,4.15,12877,86,535,2492,4824,5843
7031,15,670031607,Denis Leary,2008,"Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid","Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid",,3.67,12880,642,1234,3706,4118,3668
7032,171,2266127748,Françoise Sagan,1954,Bonjour tristesse,Bonjour tristesse,fre,3.62,12355,396,1639,5547,6110,3529
7033,25,1466867507,Jeffrey Archer,2016,Cometh the Hour,"Cometh the Hour (The Clifton Chronicles, #6)",eng,4.13,7197,211,546,2593,6464,6443
7034,37,1402792808,Corban Addison,2011,A Walk Across the Sun,A Walk Across the Sun,en-US,4.13,12091,168,443,2134,5477,5334
7035,30,575099127,Alastair Reynolds,2008,House of Suns,House of Suns,eng,4.19,13033,84,362,2219,6115,5983
7036,11,,Bella Forrest,2013,,"A Shadow of Light (A Shade of Vampire, #4)",eng,4.1,16380,164,706,3229,5692,6829
7037,158,1594561753,Edgar Allan Poe,1843,The Black Cat,The Black Cat,eng,4.07,16132,217,807,3645,6972,7258
7038,15,886773687,John Steakley,1984,Armor,Armor,eng,4.12,13330,274,682,2358,4618,6238
7039,92,1930900244,"Astrid Lindgren, Ilon Wikland, Jill M. Morgan",1973,Bröderna Lejonhjärta,The Brothers Lionheart,eng,4.35,16325,211,518,2379,5898,11227
7040,14,1250010071,Lisa Scottoline,2013,,Don't Go,eng,3.72,13056,357,1243,4224,5539,3602
7041,57,749934182,"J.D. Robb, Susan Ericksen",1999,Loyalty in Death,"Loyalty in Death (In Death, #9)",en-GB,4.3,19219,37,256,3122,8505,10452
7042,51,739429337,Sue Grafton,2002,"""Q"" is for Quarry","Q is for Quarry (Kinsey Millhone, #17)",eng,3.91,17505,106,594,5323,8167,5100
7043,41,,"Alaa Al Aswany, علاء الأسواني",2013,,نادي السيارات,ara,3.41,8576,793,1399,3358,3605,1953
7044,45,340830107,Jojo Moyes,2005,The Ship of Brides,The Ship of Brides,en-US,3.74,12821,277,1048,4952,7066,3532
7045,50,440867576,"Jacqueline Wilson, Nick Sharratt",1991,The Story of Tracy Beaker,The Story of Tracy Beaker,eng,3.69,14772,551,1470,4540,4373,4379
7046,28,042520040X,Evan Wright,2004,Generation Kill,"Generation Kill: Devil Dogs, Iceman, Captain America, and the New Face of American War",en-US,4.25,11680,55,288,1819,5303,5982
7047,62,747236380,"Leigh Nichols, Dean Koontz",1984,Twilight,The Servants of Twilight,eng,3.81,14476,191,1017,4824,5482,4364
7048,66,399155015,Daniel Silva,2008,Moscow Rules,"Moscow Rules (Gabriel Allon, #8)",eng,4.17,13558,69,317,2611,6739,6087
7049,27,1101874937,Hope Jahren,2016,Lab Girl,Lab Girl,eng,4.04,16594,425,900,3506,7585,7382
7050,48,61240885,Derek Landy,2008,Playing with Fire,"Playing with Fire (Skulduggery Pleasant, #2)",en-US,4.31,15533,73,338,2536,6358,9228
7051,22,,Laurelin Paige,2014,,"Forever with You (Fixed, #3)",,4.33,22824,161,511,2888,8439,12607
7052,38,60598328,Patricia Gaffney,1999,The Saving Graces,The Saving Graces,en-US,3.78,13969,196,840,4437,5283,3571
7053,63,440222680,Harlan Coben,1996,Fade Away,Fade Away (Myron Bolitar #3),eng,3.99,14679,59,380,4077,8262,4844
7054,43,316156299,Darren Shan,2002,"Sons of Destiny (Cirque Du Freak, Book 12)","Sons of Destiny (Cirque Du Freak, #12)",,4.22,14997,345,694,2518,4359,8537
7055,25,60935499,Peter Shaffer,1979,Amadeus,Amadeus,eng,4.2,14285,186,448,2359,4869,6666
7056,17,078691811X,R.A. Salvatore,2000,"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3)","The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3; Legend of Drizzt, #4-6)",en-US,4.28,11293,76,368,1857,4102,6338
7057,30,312569033,Emmy Laybourne,2012,Monument 14,"Monument 14 (Monument 14, #1)",eng,3.89,17360,463,1196,4256,6796,6028
7058,18,60727217,Jude Deveraux,1980,The Black Lyon,"The Black Lyon (Montgomery/Taggert, #1)",eng,3.99,14456,380,847,3437,5036,6137
7059,16,1594489424,Anne Lamott,2007,Grace [Eventually]: Thoughts on Faith,Grace (Eventually): Thoughts on Faith,en-US,3.98,12863,215,636,2927,5235,4548
7060,3,307354164,Martha Stewart,2007,Everyday Food: Great Food Fast,Everyday Food: Great Food Fast,eng,3.93,11969,394,752,2625,3689,4513
7061,20,,Christina Lauren,2013,Beautiful Bombshell,"Beautiful Bombshell (Beautiful Bastard, #2.5)",en-US,4.06,23755,232,1103,4985,8767,9365
7062,27,1408319462,Teri Terry,2012,Slated,"Slated (Slated, #1)",eng,4.07,17404,272,868,3661,7489,7515
